"vessel_name","MMSI","Flag","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","vv_url"
"YANGMING8006","412209198","CHN","fishing","inconclusive","SEN","DAKAR",2024-07-10 21:40:11,4,2024-08-06 02:59:44,3,26.2,"DAKAR",TRUE,266.672222222223,"SEN, GNB",FALSE,"SRFC, ICCAT, IWC, ACAP, NAMMCO",FALSE,NA,TRUE,13,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8006","412209198","CHN","fishing","inconclusive","SEN","DAKAR",2024-08-07 00:54:37,3,2024-08-17 00:57:49,3,10,"DAKAR",TRUE,72.0027777777778,"GNB",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8006","412209198","CHN","fishing","inconclusive","SEN","DAKAR",2024-08-17 10:41:12,3,2024-09-09 23:15:18,4,23.5,"DAKAR",TRUE,233.775,"GNB, SEN",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,NA,TRUE,5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8006","412209198","CHN","fishing","inconclusive","SEN","DAKAR",2024-05-25 14:58:52,4,2024-07-08 03:41:28,4,43.5,"DAKAR",TRUE,433.163888888889,"SEN, GNB",FALSE,"IWC, ACAP, ICCAT, NAMMCO, SRFC",FALSE,NA,TRUE,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2024-09-01&end=2024-10-31"")"
"MAGNI ALEXA","352002560","PAN","fishing","set_longlines","SEN","DAKAR",2024-09-21 16:09:48,4,2024-09-23 13:23:28,3,1.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/beb8d1a28-805c-ab72-4090-bc0a42c131b2?&start=2024-09-01&end=2024-10-31"")"
"MAGNI ALEXA","352002560","PAN","fishing","set_longlines","TUR","DARDANELLES",2024-08-27 22:44:08,4,2024-09-08 16:12:05,4,11.7,"DAKAR",TRUE,6.01888888888889,"DZA",FALSE,"GFCM, ICCAT, ACAP, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/beb8d1a28-805c-ab72-4090-bc0a42c131b2?&start=2024-09-01&end=2024-10-31"")"
"","412201867","CHN","fishing","fishing","GNB","BISSAU",2024-06-24 16:35:12,4,2024-07-04 13:51:38,4,9.9,"DAKAR",TRUE,679.044444444445,"GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,12,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/138f55e54-4058-88e3-618d-6079befd1634?&start=2024-09-01&end=2024-10-31"")"
"MENG XIN21","412209171","CHN","seismic_vessel","seismic_vessel","GIN","CONAKRY",2024-07-08 11:43:27,4,2024-07-10 12:44:06,4,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/49c3327bb-b074-999f-27a8-13501eeff271?&start=2024-09-01&end=2024-10-31"")"
"LUQINGYUANYU058","412331136","RUS","fishing","fishing","SEN","DAKAR",2024-06-05 23:01:43,4,2024-07-08 08:33:05,3,32.4,"DAKAR",TRUE,330.136111111112,"GNB, SEN",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8bdc35cd8-8f3e-0f61-aa7d-59737997061a?&start=2024-09-01&end=2024-10-31"")"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR",2024-08-11 14:30:30,4,2024-08-12 18:31:50,4,1.2,"DAKAR",TRUE,327.716666666667,"SEN",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2024-09-01&end=2024-10-31"")"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR",2024-08-13 17:13:37,4,2024-09-03 09:09:09,4,20.6,"DAKAR",TRUE,5431.85833333335,"SEN",FALSE,"ACAP, IWC, ICCAT, SRFC, NAMMCO",FALSE,NA,TRUE,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2024-09-01&end=2024-10-31"")"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR",2024-06-30 15:46:30,4,2024-08-02 18:40:33,4,33.1,"DAKAR",TRUE,8412.45416666668,"SEN",FALSE,"NAMMCO, ACAP, SRFC, IWC, ICCAT",FALSE,NA,TRUE,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2024-09-01&end=2024-10-31"")"
"GUOJIN901","412549196","CHN","fishing","trawlers","SEN","DAKAR",2024-09-07 15:46:44,4,2024-09-26 10:26:58,3,18.8,"DAKAR",TRUE,4890.9263888889,"SEN, GMB",FALSE,"ICCAT, NAMMCO, ACAP, IWC, SRFC",FALSE,NA,TRUE,12,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2024-09-01&end=2024-10-31"")"
